paper_id,title,authors,year,venue_or_source,url,abstract,query_source,source_kind,categories,relevance_score,landscape_rank,serious_skim,deep_read,hostile_prior,problem_claimed,actual_mechanism_introduced,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
arxiv_2605_18593_v1,Not What You Asked For: Typographic Attacks in Household Robot Manipulation,Ali Iranmanesh; Peng Liu,2026,arXiv,http://arxiv.org/abs/2605.18593v1,"Open-vocabulary embodied AI agents increasingly rely on vision-language models such as CLIP for object perception and task grounding. However, the shared embedding space that enables this flexibility introduces a structural vulnerability to typographic attacks, where printed text in a physical scene semantically overrides visual judgment. While prior work has quantified this threat in static 2D benchmarks and 3D navigation tasks, its impact on the full Sense-Plan-Act pipeline of household robot manipulation remains unexplored. This work evaluates typographic attacks in a Habitat-based simulation using the HomeRobot benchmark. We introduce a decoupled perception architecture that exposes a frozen CLIP encoder to adversarial stickers while maintaining geometric grounding via DETIC. In a controlled evaluation pool of 59 attributable episodes, the attack achieves an overall Attack Success Rate (ASR) of 67.8%, rising to 70.0% among fully successful episodes, under uncontrolled viewing angles and occlusion with no perceptual optimization. Critically, we find that perceptual errors propagate through the persistent 3D semantic map to produce kinetic failures, defined here as physically executed grasping and transport of the wrong object driven by an adversarially poisoned semantic state. In these cases, the robot physically grasps and delivers the wrong object to a target receptacle. These results establish typographic misclassification as a real, measurable, and physically consequential threat to the safety of modular manipulation pipelines that prior typographic attack research has left unexamined.",cs_ro_latest,arxiv,cs.CR cs.AI cs.RO,10.95,640,0,0,0,Ground broad pretrained models in embodied robot actions.,"Optimization over trajectories, contact modes, or continuous constraints.",language decompositions preserve physical contact preconditions,grasp taxonomy or candidate grasp set; simulator contact parameters; camera viewpoint and perceptual segmentation quality; prompted skill API and object labels,plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,explicit contact-role compositionality and falsification tests
arxiv_2605_19587_v1,SceneCode: Executable World Programs for Editable Indoor Scenes with Articulated Objects,Puyi Wang; Yuhao Wang; Linjie Li; Zhengyuan Yang; Kevin Qinghong Lin; Yangguang Li; Yu Cheng,2026,arXiv,http://arxiv.org/abs/2605.19587v1,"Indoor scene synthesis underpins embodied AI, robotic manipulation, and simulation-based policy evaluation, where a useful scene must specify not only what the environment looks like, but also how its objects are structured. Existing pipelines, however, typically represent generated content as static meshes and inherit articulation only from curated asset libraries, which limits object-level controllability and prevents new interactable assets from being produced on demand. We address this gap by formulating physically interactable indoor scene synthesis as programmatic world generation, and present SceneCode, a framework that compiles a natural language prompt into an executable, code-driven indoor world rather than a collection of opaque meshes. A room-level agentic backbone first turns the prompt into a structured house layout and emits per-object AssetRequests through a planner--designer--critic loop. Each request is then routed to one of five code-generation strategies and converted into a synthesized part-wise Blender Python programs that are validated through an execution-guided repair-and-refine loop. The resulting programs are compiled into simulation-ready assets, and exported as SDF for physics simulation. A persistent scene-state registry links object requests, executable programs, rendered geometry, and simulation assets, turning scene assembly into a traceable and locally editable world-building process. We evaluate SceneCode across scene-level synthesis, object-level asset quality, human judgment, and downstream robot interaction. Results show that executable world programs improve prompt-faithful indoor scene generation and produce assets with cleaner mesh structure, and simulator-loadable articulation metadata. Project page: https://scene-code.github.io/.",robot_manipulation,arxiv,cs.AI,10.95,641,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,training distribution covers the relevant contact compositions; language decompositions preserve physical contact preconditions,simulator contact parameters; prompted skill API and object labels,out-of-distribution tool compositions that require unseen role ordering; plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,explicit contact-role compositionality and falsification tests
arxiv_2605_13775_v1,RoboEvolve: Co-Evolving Planner-Simulator for Robotic Manipulation with Limited Data,Harold Haodong Chen; Sirui Chen; Yingjie Xu; Wenhang Ge; Ying-Cong Chen,2026,arXiv,http://arxiv.org/abs/2605.13775v1,"The scalability of robotic manipulation is fundamentally bottlenecked by the scarcity of task-aligned physical interaction data. While vision-language models (VLMs) and video generation models (VGMs) hold promise for autonomous data synthesis, they suffer from semantic-spatial misalignment and physical hallucinations, respectively. To bridge this gap, we introduce RoboEvolve, a novel framework that couples a VLM planner and a VGM simulator into a mutually reinforcing co-evolutionary loop. Operating purely on unlabeled seed images, RoboEvolve leverages a cognitive-inspired dual-phase mechanism: (i) daytime exploration fosters physically grounded behavioral discovery through a semantic-controlled multi-granular reward, and (ii) nighttime consolidation mines ""near-miss"" failures to stabilize policy optimization. Guided by an autonomous progressive curriculum, the system naturally scales from simple atomic actions to complex tasks. Extensive experiments demonstrate that RoboEvolve (I) achieves superior effectiveness, elevating base planners by 30 absolute points and amplifying simulator success by 48% on average; (II) exhibits extreme data efficiency, surpassing fully supervised baselines with merely 500 unlabeled seeds--a 50x reduction; and (III) demonstrates robust continual learning without catastrophic forgetting.",robot_manipulation,arxiv,cs.RO cs.CV,10.95,642,0,0,0,Ground broad pretrained models in embodied robot actions.,"Optimization over trajectories, contact modes, or continuous constraints.",training distribution covers the relevant contact compositions; language decompositions preserve physical contact preconditions,simulator contact parameters; camera viewpoint and perceptual segmentation quality; prompted skill API and object labels,out-of-distribution tool compositions that require unseen role ordering; plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,distribution-free checks for impossible contact sequences
arxiv_2605_06311_v1,Toward Visually Realistic Simulation: A Benchmark for Evaluating Robot Manipulation in Simulation,Yixin Zhu; Zixiong Wang; Jian Yang; Jin Xie; Jingyi Yu; Jiayuan Gu; Beibei Wang,2026,arXiv,http://arxiv.org/abs/2605.06311v1,"Reliable simulation evaluation of robot manipulation policies serves as a high-fidelity proxy for real-world performance. Although existing benchmarks cover a wide range of task categories, they lack visual realism, creating a large domain gap between simulation and reality. This undermines the reliability of simulation-based evaluation in predicting real-world performance. To mitigate the sim-to-real visual gap, we conduct a systematic analysis to isolate the effects of lighting and material. Our results show that these factors play a critical role in geometric reasoning and spatial grounding, yet are largely overlooked in existing benchmarks. Motivated by the analysis, we propose VISER, a visually realistic benchmark for evaluating robot manipulation in simulation. VISER features a high-fidelity dataset of over 1,000 3D assets with physically-based rendering (PBR) materials, along with 3D scenes created from these assets through curated layouts or generation. To this end, we propose an automated pipeline leveraging Multi-modal Large Language Models (MLLMs) for material-aware part segmentation and material retrieval, enabling scalable generation of physically plausible assets. Building on the high-fidelity 3D asset dataset, we construct diverse evaluation tasks, such as grasping, placing, and long-horizon tasks, enabling scalable and reproducible assessment of Vision-Language-Action (VLA) models. Our benchmark shows a strong correlation between simulation and real-world performance, achieving an average Pearson correlation coefficient of 0.92 across different policies.",robot_manipulation,arxiv,cs.RO,10.95,643,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,language decompositions preserve physical contact preconditions,grasp taxonomy or candidate grasp set; simulator contact parameters; camera viewpoint and perceptual segmentation quality; prompted skill API and object labels,plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,explicit contact-role compositionality and falsification tests
arxiv_2604_26848_v2,STARRY: Spatial-Temporal Action-Centric World Modeling for Robotic Manipulation,Yuxuan Tian; Yurun Jin; Bin Yu; Yukun Shi; Hao Wu; Chi Harold Liu; Kai Chen; Cong Huang,2026,arXiv,http://arxiv.org/abs/2604.26848v2,"Robotic manipulation requires reasoning about future spatial-temporal interactions and geometric constraints, yet existing Vision-Language-Action (VLA) policies often leave predictive representation weakly coupled with action execution, causing failures in tasks requiring precise spatial-temporal coordination. We propose STARRY, a world-model-enhanced action-generation policy that aligns spatial-temporal prediction and action generation by jointly denoising future spatial-temporal latents and actions through a unified diffusion process. To bridge 2D visual tokens and 3D metric control, STARRY introduces Geometry-Aware Selective Attention Modulation (GASAM), which converts predicted depth and end-effector geometry into token-aligned weights for selective action-attention modulation. On RoboTwin 2.0, STARRY achieves 93.82% / 93.30% average success under Clean and Randomized settings across 50 bimanual tasks. Real-world experiments show that STARRY improves average success from 42.5% to 70.8% compared with $_{0.5}$. These results demonstrate the effectiveness of action-centric spatial-temporal world modeling for spatially and temporally demanding robotic manipulation.",robot_manipulation,arxiv,cs.RO,10.95,644,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,training distribution covers the relevant contact compositions; language decompositions preserve physical contact preconditions,camera viewpoint and perceptual segmentation quality; prompted skill API and object labels,out-of-distribution tool compositions that require unseen role ordering; plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,explicit contact-role compositionality and falsification tests
arxiv_2604_11320_v1,CLASP: Closed-loop Asynchronous Spatial Perception for Open-vocabulary Desktop Object Grasping,Yiran Ling; Wenxuan Li; Siying Dong; Yize Zhang; Xiaoyao Huang; Jing Jiang; Ruonan Li; Jie Liu,2026,arXiv,http://arxiv.org/abs/2604.11320v1,"Robot grasping of desktop object is widely used in intelligent manufacturing, logistics, and agriculture.Although vision-language models (VLMs) show strong potential for robotic manipulation, their deployment in low-level grasping faces key challenges: scarce high-quality multimodal demonstrations, spatial hallucination caused by weak geometric grounding, and the fragility of open-loop execution in dynamic environments. To address these challenges, we propose Closed-Loop Asynchronous Spatial Perception(CLASP), a novel asynchronous closed-loop framework that integrates multimodal perception, logical reasoning, and state-reflective feedback. First, we design a Dual-Pathway Hierarchical Perception module that decouples high-level semantic intent from geometric grounding. The design guides the output of the inference model and the definite action tuples, reducing spatial illusions. Second, an Asynchronous Closed-Loop Evaluator is implemented to compare pre- and post-execution states, providing text-based diagnostic feedback to establish a robust error-correction loop and improving the vulnerability of traditional open-loop execution in dynamic environments. Finally, we design a scalable multi-modal data engine that automatically synthesizes high-quality spatial annotations and reasoning templates from real and synthetic scenes without human teleoperation. Extensive experiments demonstrate that our approach significantly outperforms existing baselines, achieving an 87.0% overall success rate. Notably, the proposed framework exhibits remarkable generalization across diverse objects, bridging the sim-to-real gap and providing exceptional robustness in geometrically challenging categories and cluttered scenarios.",robot_manipulation,arxiv,cs.RO,10.95,645,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,language decompositions preserve physical contact preconditions,grasp taxonomy or candidate grasp set; simulator contact parameters; camera viewpoint and perceptual segmentation quality; prompted skill API and object labels,plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,explicit contact-role compositionality and falsification tests
arxiv_2602_11291_v2,H-WM: Robotic Task and Motion Planning Guided by Hierarchical World Model,Jinbang Huang; Wenyuan Chen; Zhiyuan Li; Oscar Pang; Xiao Hu; Lingfeng Zhang; Yuanzhao Hu; Zhanguang Zhang; Mark Coates; Tongtong Cao; Xingyue Quan; Yingxue Zhang,2026,arXiv,http://arxiv.org/abs/2602.11291v2,"World models are becoming central to robotic planning and control as they enable prediction of future state transitions. Existing approaches often emphasize video generation or natural-language prediction, which are difficult to ground in robot actions and suffer from compounding errors over long horizons. Classic task and motion planning models world transitions in logical space, enabling robot-executable and robust long-horizon reasoning. However, they typically operate independently of visual perception, preventing synchronized symbolic and visual state prediction. We propose a Hierarchical World Model (H-WM) that jointly predicts logical and visual state transitions within a unified framework. H-WM combines a high-level logical world model with a low-level visual world model, integrating the long-horizon robustness of symbolic reasoning with visual grounding. The hierarchical outputs provide stable intermediate guidance for long-horizon tasks, mitigating error accumulation and enabling robust execution across extended task sequences. Experiments across multiple vision-language-action (VLA) control policies demonstrate the effectiveness and generality of H-WM's guidance.",task_motion_planning,arxiv,cs.RO,10.95,646,0,0,0,Bridge symbolic task structure and continuous robot motion feasibility.,Language-model or vision-language-model decomposition into robot actions.,language decompositions preserve physical contact preconditions; predicates expose the contact roles needed by the continuous planner,camera viewpoint and perceptual segmentation quality; predicate vocabulary and action library; prompted skill API and object labels,plausible verbal plan that skips a necessary physical contact,symbolic precondition/effect planning; LLM program/planner interfaces for robot manipulation,mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2206_10680_v2,Learning Neuro-Symbolic Skills for Bilevel Planning,Tom Silver; Ashay Athalye; Joshua B. Tenenbaum; Tomas Lozano-Perez; Leslie Pack Kaelbling,2022,arXiv,http://arxiv.org/abs/2206.10680v2,"Decision-making is challenging in robotics environments with continuous object-centric states, continuous actions, long horizons, and sparse feedback. Hierarchical approaches, such as task and motion planning (TAMP), address these challenges by decomposing decision-making into two or more levels of abstraction. In a setting where demonstrations and symbolic predicates are given, prior work has shown how to learn symbolic operators and neural samplers for TAMP with manually designed parameterized policies. Our main contribution is a method for learning parameterized polices in combination with operators and samplers. These components are packaged into modular neuro-symbolic skills and sequenced together with search-then-sample TAMP to solve new tasks. In experiments in four robotics domains, we show that our approach -- bilevel planning with neuro-symbolic skills -- can solve a wide range of tasks with varying initial states, goals, and objects, outperforming six baselines and ablations. Video: https://youtu.be/PbFZP8rPuGg Code: https://tinyurl.com/skill-learning",task_motion_planning,arxiv,cs.RO cs.AI cs.LG,10.95,647,0,0,0,Bridge symbolic task structure and continuous robot motion feasibility.,"Learned policy, dynamics model, representation, or self-supervised predictor.",training distribution covers the relevant contact compositions; predicates expose the contact roles needed by the continuous planner,predicate vocabulary and action library,out-of-distribution tool compositions that require unseen role ordering,symbolic precondition/effect planning,distribution-free checks for impossible contact sequences; mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2111_13144_v6,Learning to Search in Task and Motion Planning with Streams,Mohamed Khodeir; Ben Agro; Florian Shkurti,2021,arXiv,http://arxiv.org/abs/2111.13144v6,"Task and motion planning problems in robotics combine symbolic planning over discrete task variables with motion optimization over continuous state and action variables. Recent works such as PDDLStream have focused on optimistic planning with an incrementally growing set of objects until a feasible trajectory is found. However, this set is exhaustively expanded in a breadth-first manner, regardless of the logical and geometric structure of the problem at hand, which makes long-horizon reasoning with large numbers of objects prohibitively time-consuming. To address this issue, we propose a geometrically informed symbolic planner that expands the set of objects and facts in a best-first manner, prioritized by a Graph Neural Network that is learned from prior search computations. We evaluate our approach on a diverse set of problems and demonstrate an improved ability to plan in difficult scenarios. We also apply our algorithm on a 7DOF robotic arm in block-stacking manipulation tasks.",task_motion_planning,arxiv,cs.RO cs.AI,10.9,648,0,0,0,Bridge symbolic task structure and continuous robot motion feasibility.,"Optimization over trajectories, contact modes, or continuous constraints.",training distribution covers the relevant contact compositions; predicates expose the contact roles needed by the continuous planner,predicate vocabulary and action library,out-of-distribution tool compositions that require unseen role ordering,symbolic precondition/effect planning,distribution-free checks for impossible contact sequences; mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2105_06537_v1,Counterexample-Guided Repair for Symbolic-Geometric Action Abstractions,Wil Thomason; Hadas Kress-Gazit,2021,arXiv,http://arxiv.org/abs/2105.06537v1,"Integrated Task and Motion Planning (TMP) provides a promising class of approaches for solving robot planning problems with intricate symbolic and geometric constraints. However, the practical usefulness of TMP planners is limited by their need for symbolic abstractions of robot actions, which are difficult to construct even for experts. We propose an approach to automatically construct and continuously improve a symbolic abstraction of a robot action via observations of the robot performing the action. This approach, called automatic abstraction repair, allows symbolic abstractions to be initially incorrect or incomplete and converge toward a correct model over time. Abstraction repair uses constrained polynomial zonotopes (CPZs), an efficient non-convex set representation, to model predicates over joint symbolic and geometric state, and performs an optimizing search over symbolic edit operations to predicate formulae to improve the correspondence of a symbolic abstraction to the behavior of a physical robot controller. In this work, we describe the aforementioned predicate model, introduce the symbolic-geometric abstraction repair problem, and present an anytime algorithm for automatic abstraction repair. We then demonstrate that abstraction repair can improve realistic action abstractions for common mobile manipulation actions from a handful of observations.",task_motion_planning,arxiv,cs.RO,10.9,649,0,0,0,Bridge symbolic task structure and continuous robot motion feasibility.,"Optimization over trajectories, contact modes, or continuous constraints.",predicates expose the contact roles needed by the continuous planner,predicate vocabulary and action library,boundary cases where hidden physical preconditions fail,symbolic precondition/effect planning,mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2103_05456_v3,Extended Tree Search for Robot Task and Motion Planning,Tianyu Ren; Georgia Chalvatzaki; Jan Peters,2021,arXiv,http://arxiv.org/abs/2103.05456v3,"Integrated task and motion planning (TAMP) is desirable for generalized autonomy robots but it is challenging at the same time. TAMP requires the planner to not only search in both the large symbolic task space and the high-dimension motion space but also deal with the infeasible task actions due to its intrinsic hierarchical process. We propose a novel decision-making framework for TAMP by constructing an extended decision tree for both symbolic task planning and high-dimension motion variable binding. We integrate top-k planning for generating explicitly a skeleton space where a variety of candidate skeleton plans are at disposal. Moreover, we effectively combine this skeleton space with the resultant motion variable spaces into a single extended decision space. Accordingly, we use Monte-Carlo Tree Search (MCTS) to ensure an exploration-exploitation balance at each decision node and optimize globally to produce optimal solutions. The proposed seamless combination of symbolic top-k planning with streams, with the proved optimality of MCTS, leads to a powerful planning algorithm that can handle the combinatorial complexity of long-horizon manipulation tasks. We empirically evaluate our proposed algorithm in challenging robot tasks with different domains that require multi-stage decisions and show how our method can overcome the large task space and motion space through its effective tree search compared to its most competitive baseline method.",task_motion_planning,arxiv,cs.RO cs.LG,10.9,650,0,0,0,Bridge symbolic task structure and continuous robot motion feasibility.,"Task-and-motion planning with samplers, predicates, and geometric checks.",predicates expose the contact roles needed by the continuous planner,predicate vocabulary and action library,boundary cases where hidden physical preconditions fail,symbolic precondition/effect planning,mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2407_13694_v1,Anticipatory Task and Motion Planning,Roshan Dhakal; Duc M. Nguyen; Tom Silver; Xuesu Xiao; Gregory J. Stein,2024,arXiv,http://arxiv.org/abs/2407.13694v1,"We consider a sequential task and motion planning (tamp) setting in which a robot is assigned continuous-space rearrangement-style tasks one-at-a-time in an environment that persists between each. Lacking advance knowledge of future tasks, existing (myopic) planning strategies unwittingly introduce side effects that impede completion of subsequent tasks: e.g., by blocking future access or manipulation. We present anticipatory task and motion planning, in which estimates of expected future cost from a learned model inform selection of plans generated by a model-based tamp planner so as to avoid such side effects, choosing configurations of the environment that both complete the task and minimize overall cost. Simulated multi-task deployments in navigation-among-movable-obstacles and cabinet-loading domains yield improvements of 32.7% and 16.7% average per-task cost respectively. When given time in advance to prepare the environment, our learning-augmented planning approach yields improvements of 83.1% and 22.3%. Both showcase the value of our approach. Finally, we also demonstrate anticipatory tamp on a real-world Fetch mobile manipulator.",task_motion_planning,arxiv,cs.RO,10.85,651,0,0,0,Bridge symbolic task structure and continuous robot motion feasibility.,"Learned policy, dynamics model, representation, or self-supervised predictor.",training distribution covers the relevant contact compositions; predicates expose the contact roles needed by the continuous planner,simulator contact parameters; predicate vocabulary and action library,out-of-distribution tool compositions that require unseen role ordering,symbolic precondition/effect planning,distribution-free checks for impossible contact sequences; mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2309_05832_v2,Instance-Agnostic Geometry and Contact Dynamics Learning,Mengti Sun; Bowen Jiang; Bibit Bianchini; Camillo Jose Taylor; Michael Posa,2023,arXiv,http://arxiv.org/abs/2309.05832v2,"This work presents an instance-agnostic learning framework that fuses vision with dynamics to simultaneously learn shape, pose trajectories, and physical properties via the use of geometry as a shared representation. Unlike many contact learning approaches that assume motion capture input and a known shape prior for the collision model, our proposed framework learns an object's geometric and dynamic properties from RGBD video, without requiring either category-level or instance-level shape priors. We integrate a vision system, BundleSDF, with a dynamics system, ContactNets, and propose a cyclic training pipeline to use the output from the dynamics module to refine the poses and the geometry from the vision module, using perspective reprojection. Experiments demonstrate our framework's ability to learn the geometry and dynamics of rigid and convex objects and improve upon the current tracking framework.",contact_rich,arxiv,cs.CV cs.LG cs.RO,10.8,652,0,0,0,Plan or control contact-rich manipulation under discontinuous mechanics.,"Optimization over trajectories, contact modes, or continuous constraints.",contact mode abstractions are available or can be searched without semantic role drift; training distribution covers the relevant contact compositions,simulator contact parameters; camera viewpoint and perceptual segmentation quality,role-equivalent contacts that induce different mechanics; out-of-distribution tool compositions that require unseen role ordering,contact-mode planning and contact-rich control,a compact symbolic language for role-typed contact transitions across tools; distribution-free checks for impossible contact sequences
arxiv_2303_14874_v1,Optimal task and motion planning and execution for human-robot multi-agent systems in dynamic environments,Marco Faroni; Alessandro Umbrico; Manuel Beschi; Andrea Orlandini; Amedeo Cesta; Nicola Pedrocchi,2023,arXiv,http://arxiv.org/abs/2303.14874v1,"Combining symbolic and geometric reasoning in multi-agent systems is a challenging task that involves planning, scheduling, and synchronization problems. Existing works overlooked the variability of task duration and geometric feasibility that is intrinsic to these systems because of the interaction between agents and the environment. We propose a combined task and motion planning approach to optimize sequencing, assignment, and execution of tasks under temporal and spatial variability. The framework relies on decoupling tasks and actions, where an action is one possible geometric realization of a symbolic task. At the task level, timeline-based planning deals with temporal constraints, duration variability, and synergic assignment of tasks. At the action level, online motion planning plans for the actual movements dealing with environmental changes. We demonstrate the approach effectiveness in a collaborative manufacturing scenario, in which a robotic arm and a human worker shall assemble a mosaic in the shortest time possible. Compared with existing works, our approach applies to a broader range of applications and reduces the execution time of the process.",task_motion_planning,arxiv,cs.RO cs.AI,10.8,653,0,0,0,Bridge symbolic task structure and continuous robot motion feasibility.,"Task-and-motion planning with samplers, predicates, and geometric checks.",predicates expose the contact roles needed by the continuous planner,predicate vocabulary and action library,boundary cases where hidden physical preconditions fail,symbolic precondition/effect planning,mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2606_10688_v1,Self-Supervised Relevance Modelling in Autonomous Driving via Counterfactual Analysis,Luca Lusvarghi; Javier Gozalvez; Pablo Urbano Hidalgo,2026,arXiv,http://arxiv.org/abs/2606.10688v1,"Autonomous driving relies on computationally intensive perception pipelines to continuously detect and track objects in the surrounding environment. While some objects are key to plan safe and effective maneuvers, others may not be relevant and have no impact on the autonomous vehicle's driving decisions. Focusing on relevant objects allows a more efficient usage of available computational resources, reduces processing latencies, and limits the downstream propagation of perception noise. In this work, we propose a novel self-supervised approach based on counterfactual analysis to develop a relevance model - an AI-based tool that quantifies the relevance of objects for an autonomous vehicle. To demonstrate the potential of the proposed approach, we train a relevance model on a synthetic causal dataset generated in a selected urban scenario. Results show that the relevance model is able to accurately estimate the objects' relevance with millisecond-level latency, enabling real-time relevance estimation also in high-density scenarios. We also show that the relevance model can be used to build relevance heatmaps that offer valuable insights into the autonomous vehicle's driving policy and can be used to proactively inform perception and planning tasks. We openly release both the relevance model and the causal dataset.",cs_ro_latest,arxiv,cs.RO,10.75,654,0,0,0,"Enable robots to select, grasp, design, or use tools for physical tasks.","Learned policy, dynamics model, representation, or self-supervised predictor.","tool function is stable across grasp, approach, and target geometry; training distribution covers the relevant contact compositions",predicate vocabulary and action library,grasp makes the functional end unreachable or reverses the required contact side; out-of-distribution tool compositions that require unseen role ordering,"tool-use transfer, task-oriented grasping, and tool design",generalization from tool parts to ordered tool-target-environment contact productions; mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2606_10025_v1,GHOST: Hierarchical Sub-Goal Policies for Generalizing Robot Manipulation,Sriram Krishna; Ben Eisner; Haotian Zhan; Ying Yuan; Haoyu Zhen; Chuang Gan; Shubham Tulsiani; David Held,2026,arXiv,http://arxiv.org/abs/2606.10025v1,"We present GHOST, a framework for learning visuomotor manipulation policies that generalize beyond the training distribution. GHOST factorizes control into (i) a high-level policy that predicts the next sub-goal as a distribution over 3D end-effector poses from multi-view RGB-D observations, and (ii) a low-level goal-conditioned controller that executes embodiment-specific actions. To condition image-based policies on 3D goals, we introduce a simple spatial interface that projects predicted goals into the image plane and represents them as end-effector heatmaps. Across a suite of manipulation tasks, this hierarchical factorization consistently improves performance and robustness compared to a flat Diffusion Policy. Further, we show that this hierarchical interface also makes it easy to incorporate human demonstrations without relying on (noisy) action retargeting. As sub-goals are largely embodiment-agnostic, we train the high-level policy on human video to specify how learned skills should be applied and composed, while keeping the low-level policy trained purely on robot data. This hierarchy enables adaptation to novel objects and task variations using a small number of human demonstrations.",cs_ro_latest,arxiv,cs.RO cs.CV cs.LG,10.75,655,0,0,0,"Improve robot manipulation, planning, or embodied action generalization.","Learned policy, dynamics model, representation, or self-supervised predictor.",training distribution covers the relevant contact compositions,simulator contact parameters; camera viewpoint and perceptual segmentation quality,out-of-distribution tool compositions that require unseen role ordering,general robot manipulation representation learning,distribution-free checks for impossible contact sequences
arxiv_2606_08059_v1,Perceptive Behavior Foundation Model: Adapting Human Motion Priors to Robot-Centric Terrain,Zifan Wang; Yizhao Li; Teli Ma; Qiang Zhang; Yudong Fan; Hao Xu; Shuo Yang; Junwei Liang,2026,arXiv,http://arxiv.org/abs/2606.08059v1,"Humanoid behavior foundation models aim to acquire reusable whole-body control policies from broad human motion priors, enabling a single controller to produce diverse and expressive behaviors. However, existing motion-centric foundation policies largely assume that the reference motion is already physically compatible with the robot's surroundings. This assumption breaks when the demonstrator, operator, and robot inhabit different environments: a human motion may specify the intended behavior, but not the footholds, clearance, body height, or contact timing required by the robot's local terrain. We introduce \emph{Perceptive Behavior Foundation Model} (Perceptive BFM), a terrain-aware humanoid control framework that grounds human motion priors in robot-centric perception. The model preserves raw kinematic motion references as the behavioral interface, while using local terrain observations to adapt contacts, posture, and timing. To provide scalable terrain supervision, we develop \emph{terrain-conformal reference synthesis} (TCRS), which converts locomotion-oriented human motion clips into terrain-consistent references through contact-aware foothold construction, foot-geometry-aware swing optimization, support-aware root reconstruction, collision repair, and multi-point inverse kinematics. We then train a blind adapted-reference teacher and transfer its terrain-conformal behavior to a deployed raw-reference student through target-frame action alignment. The student is an identity-gated Transformer tracker whose terrain features enter through residual pathways initialized to preserve the motion-tracking prior and trained to produce local corrections only when needed.",cs_ro_latest,arxiv,cs.RO,10.75,656,0,0,0,Plan or control contact-rich manipulation under discontinuous mechanics.,"Optimization over trajectories, contact modes, or continuous constraints.",contact mode abstractions are available or can be searched without semantic role drift,camera viewpoint and perceptual segmentation quality,role-equivalent contacts that induce different mechanics,contact-mode planning and contact-rich control,a compact symbolic language for role-typed contact transitions across tools
arxiv_2606_07012_v1,Task Editing for Generalizable 3D Visuomotor Policy Learning,Jian-Jian Jiang; YiHan Yang; Lan Wei; Yuming Luo; Xiao-Ming Wu; Xuhang Chen; Bin Fan; Dandan Zhang; Wei-Shi Zheng,2026,arXiv,http://arxiv.org/abs/2606.07012v1,"3D visuomotor policies offer a promising direction for complex robotic manipulation, as depth maps and point clouds provide rich geometric information for spatial reasoning. However, their success often depends on large-scale real-world demonstrations, which are costly and time-consuming to collect. To this end, existing methods commonly use demonstration generation strategies to improve data efficiency by applying object-centric transformations to human-collected demonstrations, such as varying object poses or scales. While effective for local variation, these transformations largely preserve the original scene structure and skill sequence, limiting their ability to synthesize diverse scene-skill-object combinations for complex tasks. In this paper, we propose Task-Edit, a novel demonstration generation framework that generates diverse trajectories from a task-centric editing perspective. The key insight of Task-Edit is to decompose a task into scene, skill and object components, and flexibly recombine them. In this way, Task-Edit enables scalable demonstration generation and significantly improves generalization for long-horizon manipulation tasks. We evaluate Task-Edit through extensive real-world experiments and demonstrate three advantages: (1) Effectiveness: Task-Edit significantly improves 3D visuomotor policies across various real-world tasks and robot embodiments. (2) Generalizability: Task-Edit improves model generalization across different scenario setups. (3) Applicability: Task-Edit enables models to handle scenarios that are difficult to collect in the real world, including disturbance resistance, obstacle avoidance and unseen cluttered scenes.",cs_ro_latest,arxiv,cs.RO,10.75,657,0,0,0,"Improve robot manipulation, planning, or embodied action generalization.","Learned policy, dynamics model, representation, or self-supervised predictor.",training distribution covers the relevant contact compositions,"object geometry, task family, and controller interface",out-of-distribution tool compositions that require unseen role ordering,general robot manipulation representation learning,distribution-free checks for impossible contact sequences
